intern_id,feedback,satisfaction_rating,sentiment
INT-0740,"The internship was excellent and I learned a lot from the team. Overall, this was my experience.",5,Positive
INT-0741,My mentor was unavailable and I did not receive enough guidance. I would recommend the internship.,2,Negative
INT-0742,The learning opportunities were reasonable. I would like more opportunities like this.,3,Neutral
INT-0743,"The training was insufficient and I needed more help. Overall, this was my experience.",2,Negative
INT-0744,The projects were repetitive and did not improve my skills. I would like more opportunities like this.,1,Negative
INT-0745,"I received good guidance and felt confident completing my tasks. Overall, this was my experience.",4,Positive
INT-0746,"I received good guidance and felt confident completing my tasks. Overall, this was my experience.",4,Positive
INT-0747,"The experience was average with both good and difficult moments. Overall, this was my experience.",3,Neutral
INT-0748,Communication with the team was poor and frustrating.,2,Negative
INT-0749,I really enjoyed working with the team. I would like more opportunities like this.,5,Positive
INT-0750,"The team environment was friendly and motivating. Overall, this was my experience.",4,Positive
INT-0751,The internship was okay and I completed the assigned tasks. I would like more opportunities like this.,3,Neutral
INT-0752,The tasks were unclear and difficult to understand. More regular meetings would be helpful.,1,Negative
INT-0753,I felt unsupported during most of the internship. I think the program can be improved.,1,Negative
INT-0754,The internship did not provide enough practical learning. I would like more opportunities like this.,1,Negative
INT-0755,"The projects were repetitive and did not improve my skills. Overall, this was my experience.",2,Negative
INT-0756,The communication with my mentor was clear and helpful. I would recommend the internship.,4,Positive
INT-0757,The feedback from my supervisor helped me improve quickly. I would like more opportunities like this.,5,Positive
INT-0758,"There was confusion about responsibilities and deadlines. Overall, this was my experience.",2,Negative
INT-0759,The experience was average with both good and difficult moments. More regular meetings would be helpful.,3,Neutral
INT-0760,I felt unsupported during most of the internship. More regular meetings would be helpful.,2,Negative
INT-0761,"The internship was disappointing and I did not learn enough. Overall, this was my experience.",2,Negative
INT-0762,The internship did not provide enough practical learning. I think the program can be improved.,2,Negative
INT-0763,The internship did not provide enough practical learning. I would recommend the internship.,2,Negative
INT-0764,The internship was disappointing and I did not learn enough. More regular meetings would be helpful.,2,Negative
INT-0765,The tasks were manageable and the overall experience was normal. More regular meetings would be helpful.,3,Neutral
INT-0766,The internship did not provide enough practical learning. I think the program can be improved.,2,Negative
INT-0767,I received good guidance and felt confident completing my tasks. I would like more opportunities like this.,4,Positive
INT-0768,I was happy with the learning opportunities provided. I think the program can be improved.,4,Positive
INT-0769,"The workload was stressful and the schedule was poorly organized. Overall, this was my experience.",2,Negative
INT-0770,I enjoyed the projects and gained useful practical skills.,5,Positive
INT-0771,The experience was average with both good and difficult moments.,3,Neutral
INT-0772,The tasks were unclear and difficult to understand. I would like more opportunities like this.,1,Negative
INT-0773,Communication with the team was poor and frustrating. I would like more opportunities like this.,1,Negative
INT-0774,The communication with my mentor was clear and helpful.,4,Positive
INT-0775,My mentor was unavailable and I did not receive enough guidance. More regular meetings would be helpful.,2,Negative
INT-0776,"My experience was neither very good nor very bad. Overall, this was my experience.",3,Neutral
INT-0777,I enjoyed the projects and gained useful practical skills. I would like more opportunities like this.,4,Positive
INT-0778,"I was happy with the learning opportunities provided. Overall, this was my experience.",5,Positive
INT-0779,The workload was acceptable for most of the internship. I would recommend the internship.,3,Neutral
INT-0780,I felt unsupported during most of the internship.,2,Negative
INT-0781,The tasks were manageable and the overall experience was normal. I would like more opportunities like this.,3,Neutral
INT-0782,The projects were repetitive and did not improve my skills. I would like more opportunities like this.,2,Negative
INT-0783,Communication with the team was poor and frustrating.,1,Negative
INT-0784,The workload was acceptable for most of the internship.,3,Neutral
INT-0785,The internship did not provide enough practical learning. I would recommend the internship.,1,Negative
INT-0786,Communication with the team was poor and frustrating. I think the program can be improved.,1,Negative
INT-0787,I felt unsupported during most of the internship. More regular meetings would be helpful.,2,Negative
INT-0788,I received very little feedback about my work. More regular meetings would be helpful.,2,Negative
INT-0789,The internship gave me valuable real world experience. More regular meetings would be helpful.,4,Positive
INT-0790,The experience was average with both good and difficult moments.,3,Neutral
INT-0791,"I received good guidance and felt confident completing my tasks. Overall, this was my experience.",4,Positive
INT-0792,The tasks were unclear and difficult to understand.,1,Negative
INT-0793,The team environment was friendly and motivating. I think the program can be improved.,4,Positive
INT-0794,The tasks were interesting and helped me build my skills. I would recommend the internship.,4,Positive
INT-0795,The internship was disappointing and I did not learn enough. I would recommend the internship.,2,Negative
INT-0796,The internship was okay and I completed the assigned tasks. I would recommend the internship.,3,Neutral
INT-0797,"The tasks were unclear and difficult to understand. Overall, this was my experience.",1,Negative
INT-0798,"I received good guidance and felt confident completing my tasks. Overall, this was my experience.",4,Positive
INT-0799,The experience was average with both good and difficult moments. I would recommend the internship.,3,Neutral
INT-0800,I was happy with the learning opportunities provided. More regular meetings would be helpful.,5,Positive
INT-0801,The internship gave me valuable real world experience. I would like more opportunities like this.,5,Positive
INT-0802,My mentor was unavailable and I did not receive enough guidance. I would like more opportunities like this.,2,Negative
INT-0803,The team was fine and the internship met basic expectations.,3,Neutral
INT-0804,I received good guidance and felt confident completing my tasks. More regular meetings would be helpful.,5,Positive
INT-0805,"The tasks were interesting and helped me build my skills. Overall, this was my experience.",4,Positive
INT-0806,"The internship was excellent and I learned a lot from the team. Overall, this was my experience.",4,Positive
INT-0807,The team environment was friendly and motivating. I think the program can be improved.,4,Positive
INT-0808,"The training was insufficient and I needed more help. Overall, this was my experience.",2,Negative
INT-0809,"The experience was average with both good and difficult moments. Overall, this was my experience.",3,Neutral
INT-0810,I really enjoyed working with the team. I think the program can be improved.,4,Positive
INT-0811,I was happy with the learning opportunities provided. I would recommend the internship.,4,Positive
INT-0812,The internship gave me valuable real world experience. I would recommend the internship.,4,Positive
INT-0813,"The feedback from my supervisor helped me improve quickly. Overall, this was my experience.",4,Positive
INT-0814,I completed my work and received some feedback from my mentor. I would like more opportunities like this.,3,Neutral
INT-0815,The team was fine and the internship met basic expectations. I would recommend the internship.,3,Neutral
INT-0816,The team was fine and the internship met basic expectations.,3,Neutral
INT-0817,"I really enjoyed working with the team. Overall, this was my experience.",5,Positive
INT-0818,The workload was acceptable for most of the internship. I would like more opportunities like this.,3,Neutral
INT-0819,The internship did not provide enough practical learning. I would recommend the internship.,2,Negative
INT-0820,The internship was okay and I completed the assigned tasks. I think the program can be improved.,3,Neutral
INT-0821,The workload was stressful and the schedule was poorly organized. I think the program can be improved.,1,Negative
INT-0822,"The internship gave me valuable real world experience. Overall, this was my experience.",5,Positive
INT-0823,The tasks were interesting and helped me build my skills. I would like more opportunities like this.,5,Positive
INT-0824,I was unhappy with the lack of communication. I think the program can be improved.,2,Negative
INT-0825,The company provided a positive learning environment. I would recommend the internship.,5,Positive
INT-0826,The tasks were interesting and helped me build my skills. I would like more opportunities like this.,5,Positive
INT-0827,The tasks were interesting and helped me build my skills. I think the program can be improved.,4,Positive
INT-0828,The internship did not provide enough practical learning. I would like more opportunities like this.,1,Negative
INT-0829,The learning opportunities were reasonable. More regular meetings would be helpful.,3,Neutral
INT-0830,My experience was neither very good nor very bad. I would like more opportunities like this.,3,Neutral
INT-0831,The workload was stressful and the schedule was poorly organized. I would recommend the internship.,2,Negative
INT-0832,Communication with the team was poor and frustrating.,2,Negative
INT-0833,"I received good guidance and felt confident completing my tasks. Overall, this was my experience.",4,Positive
INT-0834,The tasks were interesting and helped me build my skills. I would recommend the internship.,4,Positive
INT-0835,There was confusion about responsibilities and deadlines. I would recommend the internship.,2,Negative
INT-0836,The team environment was friendly and motivating.,4,Positive
INT-0837,Communication with the team was poor and frustrating. I would recommend the internship.,2,Negative
INT-0838,I completed my work and received some feedback from my mentor. I would like more opportunities like this.,3,Neutral
INT-0839,I was happy with the learning opportunities provided.,4,Positive
INT-0840,Communication with the team was poor and frustrating. I would like more opportunities like this.,1,Negative
INT-0841,My mentor was unavailable and I did not receive enough guidance. I would recommend the internship.,1,Negative
INT-0842,I received good guidance and felt confident completing my tasks. I would like more opportunities like this.,4,Positive
INT-0843,I received good guidance and felt confident completing my tasks. I think the program can be improved.,5,Positive
INT-0844,"I received good guidance and felt confident completing my tasks. Overall, this was my experience.",4,Positive
INT-0845,I was happy with the learning opportunities provided. I think the program can be improved.,4,Positive
INT-0846,The feedback from my supervisor helped me improve quickly. More regular meetings would be helpful.,4,Positive
INT-0847,The tasks were unclear and difficult to understand. More regular meetings would be helpful.,1,Negative
INT-0848,The internship was okay and I completed the assigned tasks. More regular meetings would be helpful.,3,Neutral
INT-0849,The tasks were unclear and difficult to understand. I would recommend the internship.,2,Negative
INT-0850,The internship was disappointing and I did not learn enough. More regular meetings would be helpful.,2,Negative
INT-0851,The projects were repetitive and did not improve my skills. I would recommend the internship.,1,Negative
INT-0852,My experience was neither very good nor very bad. I would like more opportunities like this.,3,Neutral
INT-0853,"The internship was disappointing and I did not learn enough. Overall, this was my experience.",1,Negative
INT-0854,The communication with my mentor was clear and helpful. I think the program can be improved.,5,Positive
INT-0855,The learning opportunities were reasonable.,3,Neutral
INT-0856,The company provided a positive learning environment. More regular meetings would be helpful.,4,Positive
INT-0857,"I felt unsupported during most of the internship. Overall, this was my experience.",1,Negative
INT-0858,The tasks were manageable and the overall experience was normal. I would like more opportunities like this.,3,Neutral
INT-0859,The internship was disappointing and I did not learn enough.,1,Negative
INT-0860,The internship was excellent and I learned a lot from the team. I would recommend the internship.,4,Positive
INT-0861,The internship did not provide enough practical learning. I would recommend the internship.,1,Negative
INT-0862,The tasks were interesting and helped me build my skills.,5,Positive
INT-0863,Communication with the team was poor and frustrating. I would recommend the internship.,1,Negative
INT-0864,"The internship was disappointing and I did not learn enough. Overall, this was my experience.",2,Negative
INT-0865,The team was fine and the internship met basic expectations.,3,Neutral
INT-0866,Communication with the team was poor and frustrating.,2,Negative
INT-0867,My mentor was unavailable and I did not receive enough guidance. More regular meetings would be helpful.,1,Negative
INT-0868,I really enjoyed working with the team. I think the program can be improved.,4,Positive
INT-0869,The experience was average with both good and difficult moments. I would like more opportunities like this.,3,Neutral
INT-0870,I enjoyed the projects and gained useful practical skills. More regular meetings would be helpful.,4,Positive
INT-0871,"The feedback from my supervisor helped me improve quickly. Overall, this was my experience.",5,Positive
INT-0872,The internship gave me valuable real world experience. More regular meetings would be helpful.,5,Positive
INT-0873,The team environment was friendly and motivating. More regular meetings would be helpful.,4,Positive
INT-0874,The workload was stressful and the schedule was poorly organized. I think the program can be improved.,1,Negative
INT-0875,The tasks were manageable and the overall experience was normal. I would recommend the internship.,3,Neutral
INT-0876,The internship gave me valuable real world experience.,4,Positive
INT-0877,The tasks were interesting and helped me build my skills. I think the program can be improved.,4,Positive
INT-0878,I received good guidance and felt confident completing my tasks. I would like more opportunities like this.,5,Positive
INT-0879,I received very little feedback about my work. I would like more opportunities like this.,1,Negative
INT-0880,My experience was neither very good nor very bad. I would like more opportunities like this.,3,Neutral
INT-0881,"The training was insufficient and I needed more help. Overall, this was my experience.",1,Negative
INT-0882,I completed my work and received some feedback from my mentor. More regular meetings would be helpful.,3,Neutral
INT-0883,"My mentor was supportive and explained tasks clearly. Overall, this was my experience.",5,Positive
INT-0884,The internship gave me valuable real world experience. I think the program can be improved.,4,Positive
INT-0885,The internship was excellent and I learned a lot from the team. I think the program can be improved.,5,Positive
INT-0886,The team environment was friendly and motivating. I would recommend the internship.,5,Positive
INT-0887,"The feedback from my supervisor helped me improve quickly. Overall, this was my experience.",4,Positive
INT-0888,The internship was excellent and I learned a lot from the team. I would like more opportunities like this.,4,Positive
INT-0889,I received good guidance and felt confident completing my tasks.,4,Positive
INT-0890,The feedback from my supervisor helped me improve quickly. I would recommend the internship.,4,Positive
INT-0891,I enjoyed the projects and gained useful practical skills. I would like more opportunities like this.,4,Positive
INT-0892,My experience was neither very good nor very bad. More regular meetings would be helpful.,3,Neutral
INT-0893,The internship did not provide enough practical learning. I think the program can be improved.,2,Negative
INT-0894,The internship was excellent and I learned a lot from the team. I would recommend the internship.,5,Positive
INT-0895,My experience was neither very good nor very bad. More regular meetings would be helpful.,3,Neutral
INT-0896,"I was unhappy with the lack of communication. Overall, this was my experience.",1,Negative
INT-0897,My experience was neither very good nor very bad. I would like more opportunities like this.,3,Neutral
INT-0898,I completed my work and received some feedback from my mentor. I would recommend the internship.,3,Neutral
INT-0899,"I completed my work and received some feedback from my mentor. Overall, this was my experience.",3,Neutral
INT-0900,The team environment was friendly and motivating. I would recommend the internship.,5,Positive
INT-0901,"The internship was disappointing and I did not learn enough. Overall, this was my experience.",2,Negative
INT-0902,I felt unsupported during most of the internship. More regular meetings would be helpful.,2,Negative
INT-0903,My mentor was supportive and explained tasks clearly. More regular meetings would be helpful.,5,Positive
INT-0904,I was happy with the learning opportunities provided. More regular meetings would be helpful.,4,Positive
INT-0905,The team environment was friendly and motivating. More regular meetings would be helpful.,5,Positive
INT-0906,The experience was average with both good and difficult moments. I would like more opportunities like this.,3,Neutral
INT-0907,The workload was acceptable for most of the internship. More regular meetings would be helpful.,3,Neutral
INT-0908,The tasks were interesting and helped me build my skills. I would recommend the internship.,5,Positive
INT-0909,I received good guidance and felt confident completing my tasks. I think the program can be improved.,4,Positive
INT-0910,The communication with my mentor was clear and helpful. I think the program can be improved.,4,Positive
INT-0911,"The internship gave me valuable real world experience. Overall, this was my experience.",4,Positive
INT-0912,The tasks were interesting and helped me build my skills. I would recommend the internship.,5,Positive
INT-0913,My experience was neither very good nor very bad. I think the program can be improved.,3,Neutral
INT-0914,I really enjoyed working with the team. I think the program can be improved.,5,Positive
INT-0915,I enjoyed the projects and gained useful practical skills. I would like more opportunities like this.,5,Positive
INT-0916,I was happy with the learning opportunities provided.,4,Positive
INT-0917,The feedback from my supervisor helped me improve quickly. More regular meetings would be helpful.,5,Positive
INT-0918,The tasks were interesting and helped me build my skills. I think the program can be improved.,4,Positive
INT-0919,The internship was okay and I completed the assigned tasks. I would recommend the internship.,3,Neutral
INT-0920,Communication with the team was poor and frustrating. I would recommend the internship.,1,Negative
INT-0921,I was happy with the learning opportunities provided.,4,Positive
INT-0922,The tasks were manageable and the overall experience was normal. I would like more opportunities like this.,3,Neutral
INT-0923,My mentor was supportive and explained tasks clearly. More regular meetings would be helpful.,5,Positive
INT-0924,The projects were repetitive and did not improve my skills. I would recommend the internship.,1,Negative
INT-0925,"The tasks were interesting and helped me build my skills. Overall, this was my experience.",5,Positive
INT-0926,I completed my work and received some feedback from my mentor. I would like more opportunities like this.,3,Neutral
INT-0927,I completed my work and received some feedback from my mentor.,3,Neutral
INT-0928,My mentor was supportive and explained tasks clearly.,5,Positive
INT-0929,The tasks were manageable and the overall experience was normal. I would like more opportunities like this.,3,Neutral
INT-0930,"The tasks were interesting and helped me build my skills. Overall, this was my experience.",4,Positive
INT-0931,The feedback from my supervisor helped me improve quickly.,5,Positive
INT-0932,I received good guidance and felt confident completing my tasks. I think the program can be improved.,5,Positive
INT-0933,The internship was excellent and I learned a lot from the team. I think the program can be improved.,4,Positive
INT-0934,I was happy with the learning opportunities provided. More regular meetings would be helpful.,5,Positive
INT-0935,The internship was okay and I completed the assigned tasks.,3,Neutral
INT-0936,The learning opportunities were reasonable. More regular meetings would be helpful.,3,Neutral
INT-0937,My mentor was supportive and explained tasks clearly. More regular meetings would be helpful.,5,Positive
INT-0938,The workload was stressful and the schedule was poorly organized.,1,Negative
INT-0939,The internship was excellent and I learned a lot from the team. I would like more opportunities like this.,5,Positive
INT-0940,"I enjoyed the projects and gained useful practical skills. Overall, this was my experience.",4,Positive
INT-0941,Communication with the team was poor and frustrating. More regular meetings would be helpful.,1,Negative
INT-0942,The tasks were interesting and helped me build my skills.,5,Positive
INT-0943,The communication with my mentor was clear and helpful. I think the program can be improved.,4,Positive
INT-0944,The tasks were manageable and the overall experience was normal. I think the program can be improved.,3,Neutral
INT-0945,"The workload was acceptable for most of the internship. Overall, this was my experience.",3,Neutral
INT-0946,The tasks were interesting and helped me build my skills.,4,Positive
INT-0947,"The learning opportunities were reasonable. Overall, this was my experience.",3,Neutral
INT-0948,I received good guidance and felt confident completing my tasks. I think the program can be improved.,4,Positive
INT-0949,The tasks were interesting and helped me build my skills. I would recommend the internship.,5,Positive
INT-0950,I felt unsupported during most of the internship.,2,Negative
INT-0951,The internship did not provide enough practical learning. More regular meetings would be helpful.,2,Negative
INT-0952,My experience was neither very good nor very bad. I think the program can be improved.,3,Neutral
INT-0953,I really enjoyed working with the team. I think the program can be improved.,4,Positive
INT-0954,"My mentor was supportive and explained tasks clearly. Overall, this was my experience.",5,Positive
INT-0955,The training was insufficient and I needed more help. I would like more opportunities like this.,1,Negative
INT-0956,The tasks were interesting and helped me build my skills. I would like more opportunities like this.,5,Positive
INT-0957,I enjoyed the projects and gained useful practical skills.,4,Positive
INT-0958,The internship was disappointing and I did not learn enough. I would like more opportunities like this.,1,Negative
INT-0959,The tasks were manageable and the overall experience was normal. I would recommend the internship.,3,Neutral
INT-0960,The projects were repetitive and did not improve my skills. I would like more opportunities like this.,1,Negative
INT-0961,The tasks were interesting and helped me build my skills. I would recommend the internship.,4,Positive
INT-0962,The tasks were interesting and helped me build my skills. I would recommend the internship.,5,Positive
INT-0963,The internship did not provide enough practical learning. I would like more opportunities like this.,2,Negative
INT-0964,There was confusion about responsibilities and deadlines. More regular meetings would be helpful.,1,Negative
INT-0965,"My mentor was unavailable and I did not receive enough guidance. Overall, this was my experience.",1,Negative
INT-0966,I felt unsupported during most of the internship. I think the program can be improved.,1,Negative
INT-0967,The team was fine and the internship met basic expectations.,3,Neutral
INT-0968,The feedback from my supervisor helped me improve quickly. I would recommend the internship.,4,Positive
INT-0969,I enjoyed the projects and gained useful practical skills. I would like more opportunities like this.,4,Positive
INT-0970,"My mentor was supportive and explained tasks clearly. Overall, this was my experience.",5,Positive
INT-0971,I completed my work and received some feedback from my mentor.,3,Neutral
INT-0972,The internship was excellent and I learned a lot from the team. More regular meetings would be helpful.,4,Positive
INT-0973,The team environment was friendly and motivating. More regular meetings would be helpful.,4,Positive
INT-0974,The company provided a positive learning environment. I would like more opportunities like this.,4,Positive
INT-0975,"The workload was stressful and the schedule was poorly organized. Overall, this was my experience.",1,Negative
INT-0976,"The internship gave me valuable real world experience. Overall, this was my experience.",4,Positive
INT-0977,The tasks were interesting and helped me build my skills. I would recommend the internship.,4,Positive
INT-0978,"The learning opportunities were reasonable. Overall, this was my experience.",3,Neutral
INT-0979,I received very little feedback about my work. I would recommend the internship.,2,Negative
INT-0980,The tasks were interesting and helped me build my skills. I think the program can be improved.,4,Positive
INT-0981,"The tasks were interesting and helped me build my skills. Overall, this was my experience.",4,Positive
INT-0982,"The company provided a positive learning environment. Overall, this was my experience.",5,Positive
INT-0983,I really enjoyed working with the team. I would recommend the internship.,4,Positive
INT-0984,"The internship gave me valuable real world experience. Overall, this was my experience.",5,Positive
INT-0985,The tasks were unclear and difficult to understand. More regular meetings would be helpful.,2,Negative
INT-0986,I was unhappy with the lack of communication. I would recommend the internship.,1,Negative
INT-0987,The team was fine and the internship met basic expectations. More regular meetings would be helpful.,3,Neutral
INT-0988,The experience was average with both good and difficult moments.,3,Neutral
INT-0989,The internship was disappointing and I did not learn enough.,1,Negative
INT-0990,"The internship did not provide enough practical learning. Overall, this was my experience.",2,Negative
INT-0991,The team environment was friendly and motivating. More regular meetings would be helpful.,4,Positive
INT-0992,Communication with the team was poor and frustrating. More regular meetings would be helpful.,1,Negative
INT-0993,The team environment was friendly and motivating. I would like more opportunities like this.,5,Positive
INT-0994,"The internship was excellent and I learned a lot from the team. Overall, this was my experience.",4,Positive
INT-0995,I was unhappy with the lack of communication. I would recommend the internship.,2,Negative
INT-0996,The internship did not provide enough practical learning. I would recommend the internship.,2,Negative
INT-0997,I enjoyed the projects and gained useful practical skills. I would recommend the internship.,5,Positive
INT-0998,The team environment was friendly and motivating. I would like more opportunities like this.,5,Positive
INT-0999,"The company provided a positive learning environment. Overall, this was my experience.",4,Positive
INT-1000,I really enjoyed working with the team. More regular meetings would be helpful.,5,Positive
