ticket_id,intern_id,query,category,subject,resolution,status
TKT0361,INT236,I want feedback about my recent work,Feedback,Performance feedback,Ask your mentor or supervisor for feedback during scheduled reviews or after completing important tasks. Use the feedback to improve future work.,Resolved
TKT0362,INT160,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0363,INT170,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0364,INT032,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0365,INT231,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0366,INT130,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0367,INT171,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0368,INT084,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0369,INT179,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0370,INT142,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0371,INT050,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0372,INT171,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0373,INT174,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0374,INT232,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0375,INT158,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0376,INT078,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0377,INT141,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0378,INT001,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0379,INT074,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0380,INT111,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0381,INT149,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0382,INT168,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0383,INT120,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0384,INT114,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0385,INT055,I want feedback about my recent work,Feedback,Performance feedback,Ask your mentor or supervisor for feedback during scheduled reviews or after completing important tasks. Use the feedback to improve future work.,Resolved
TKT0386,INT122,How do I push my project to GitHub?,Git,Git submission question,"Create or update the assigned repository, commit your changes with a clear message, push them to the required branch, and follow the project's submission instructions.",Resolved
TKT0387,INT231,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0388,INT189,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0389,INT169,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0390,INT073,I forgot to mark attendance today,Attendance,Missed attendance,Open the attendance section of the internship portal and submit your attendance for the current working day before the daily deadline.,Resolved
TKT0391,INT170,How do I push my project to GitHub?,Git,Git submission question,"Create or update the assigned repository, commit your changes with a clear message, push them to the required branch, and follow the project's submission instructions.",Resolved
TKT0392,INT159,I want feedback about my recent work,Feedback,Performance feedback,Ask your mentor or supervisor for feedback during scheduled reviews or after completing important tasks. Use the feedback to improve future work.,Resolved
TKT0393,INT024,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0394,INT244,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0395,INT061,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0396,INT080,I want feedback about my recent work,Feedback,Performance feedback,Ask your mentor or supervisor for feedback during scheduled reviews or after completing important tasks. Use the feedback to improve future work.,Resolved
TKT0397,INT207,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0398,INT038,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0399,INT012,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0400,INT122,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0401,INT218,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0402,INT019,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0403,INT107,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0404,INT162,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0405,INT050,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0406,INT179,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0407,INT127,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0408,INT063,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0409,INT168,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0410,INT002,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0411,INT193,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0412,INT198,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0413,INT028,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0414,INT109,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0415,INT046,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0416,INT246,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0417,INT133,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0418,INT013,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0419,INT064,How do I push my project to GitHub?,Git,Git submission question,"Create or update the assigned repository, commit your changes with a clear message, push them to the required branch, and follow the project's submission instructions.",Resolved
TKT0420,INT218,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0421,INT117,I forgot to mark attendance today,Attendance,Missed attendance,Open the attendance section of the internship portal and submit your attendance for the current working day before the daily deadline.,Resolved
TKT0422,INT206,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0423,INT171,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0424,INT144,How do I push my project to GitHub?,Git,Git submission question,"Create or update the assigned repository, commit your changes with a clear message, push them to the required branch, and follow the project's submission instructions.",Resolved
TKT0425,INT082,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0426,INT229,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0427,INT157,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0428,INT185,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0429,INT130,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0430,INT213,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0431,INT141,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0432,INT230,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0433,INT191,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0434,INT122,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0435,INT067,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0436,INT064,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0437,INT164,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0438,INT197,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0439,INT134,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0440,INT161,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0441,INT071,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0442,INT020,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0443,INT074,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0444,INT070,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0445,INT082,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0446,INT139,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0447,INT036,I forgot to mark attendance today,Attendance,Missed attendance,Open the attendance section of the internship portal and submit your attendance for the current working day before the daily deadline.,Resolved
TKT0448,INT060,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0449,INT178,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0450,INT181,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0451,INT017,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0452,INT105,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0453,INT139,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0454,INT107,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0455,INT053,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0456,INT108,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0457,INT232,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0458,INT150,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0459,INT006,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0460,INT226,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0461,INT148,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0462,INT123,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0463,INT242,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0464,INT077,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0465,INT100,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0466,INT229,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0467,INT108,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0468,INT192,How do I push my project to GitHub?,Git,Git submission question,"Create or update the assigned repository, commit your changes with a clear message, push them to the required branch, and follow the project's submission instructions.",Resolved
TKT0469,INT140,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0470,INT155,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0471,INT057,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0472,INT057,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0473,INT112,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0474,INT008,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0475,INT087,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0476,INT174,I want feedback about my recent work,Feedback,Performance feedback,Ask your mentor or supervisor for feedback during scheduled reviews or after completing important tasks. Use the feedback to improve future work.,Resolved
TKT0477,INT104,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0478,INT043,What are the internship working hours?,Working Hours,Schedule question,"Follow the working hours communicated by your internship coordinator or supervisor. If your schedule is unclear, confirm it with HR or your supervisor.",Resolved
TKT0479,INT120,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0480,INT033,Where can I find the training material?,Training,Training resource request,"Check the training portal, shared drive, learning-management system, or links provided by your mentor or HR.",Resolved
TKT0481,INT137,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0482,INT233,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0483,INT152,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0484,INT170,When will I receive my internship certificate?,Certificate,Certificate request,Complete the internship requirements and follow the organization's certificate request or issuance process. HR or the internship coordinator can confirm eligibility.,Resolved
TKT0485,INT022,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0486,INT110,I want feedback about my recent work,Feedback,Performance feedback,Ask your mentor or supervisor for feedback during scheduled reviews or after completing important tasks. Use the feedback to improve future work.,Resolved
TKT0487,INT222,Where do I upload my completed task?,Submission,Task submission question,"Complete the task according to the instructions, upload the required files or repository link, and submit it through the designated task platform.",Resolved
TKT0488,INT047,My required software is not working,Technical,Software access issue,"Check your account permissions and installation requirements first. If the problem continues, contact technical support or your supervisor with the error details.",Resolved
TKT0489,INT067,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0490,INT084,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0491,INT117,I need more time to finish my assignment,Deadline,Deadline extension request,"Tell your supervisor before the deadline, explain the reason, provide your current progress, and ask whether an extension or revised plan is possible.",Resolved
TKT0492,INT087,How can I contact my mentor?,Mentoring,Mentor contact request,"Use the official communication channel provided by the internship program, such as email, Teams, Slack, or the assigned project channel.",Resolved
TKT0493,INT226,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0494,INT072,I need to request leave,Leave,Leave request,Submit a leave request through the organization's approved process and notify your supervisor in advance whenever possible.,Resolved
TKT0495,INT244,My internet stopped working while I was working remotely,Remote Work,Connectivity issue,"Notify your supervisor or team as soon as possible, explain the interruption, and resume work when connectivity is restored.",Resolved
TKT0496,INT108,Who should I contact about an HR issue?,HR,HR support request,Contact the HR representative or internship coordinator assigned to your program using the official contact details.,Resolved
TKT0497,INT214,I do not understand what my assigned task requires,Tasks,Task clarification,Assigned tasks are normally available in the project or task-management portal. Check your dashboard and task notifications regularly.,Resolved
TKT0498,INT121,I forgot to mark attendance today,Attendance,Missed attendance,Open the attendance section of the internship portal and submit your attendance for the current working day before the daily deadline.,Resolved
TKT0499,INT192,I cannot log into the internship portal,General,Portal login issue,"Use the internship portal link provided by HR. Sign in with your registered email and password. If you cannot log in, contact the internship support team.",Resolved
TKT0500,INT014,How do I push my project to GitHub?,Git,Git submission question,"Create or update the assigned repository, commit your changes with a clear message, push them to the required branch, and follow the project's submission instructions.",Resolved
